,gene_id,gene_name,EntrezGene,logFC,logCPM,LR,PValue,FDR,topDE
8563,ENSMUSG00000031790,Mmp15,17388,0.072814532,6.768810337,0.024298958,0.876126639,0.999905142,ns
17655,ENSMUSG00000063320,Uqcc6,544717,0.074631271,2.565660068,0.024295502,0.876135379,0.999905142,ns
5151,ENSMUSG00000025724,Sec11a,56529,0.072768724,5.844545763,0.024205479,0.876363223,0.999905142,ns
17289,ENSMUSG00000061758,Akr1b10,67861,-0.07328854,3.912527888,0.024180922,0.87642545,0.999905142,ns
525,ENSMUSG00000003062,Stard3nl,76205,0.07297112,4.667240793,0.024173015,0.876445494,0.999905142,ns
5443,ENSMUSG00000026254,Eif4e2,26987,-0.072630928,6.360726834,0.02415413,0.876493379,0.999905142,ns
5792,ENSMUSG00000026849,Tor1a,30931,-0.07284914,4.965147085,0.024148872,0.876506714,0.999905142,ns
17131,ENSMUSG00000060950,Trmt61a,328162,0.073231467,3.85802499,0.024121883,0.876575189,0.999905142,ns
8035,ENSMUSG00000030814,Bcl7c,12055,-0.072989501,4.317408658,0.024105287,0.876617316,0.999905142,ns
6620,ENSMUSG00000028344,Invs,16348,0.073616024,3.214835236,0.024085404,0.876667802,0.999905142,ns
15464,ENSMUSG00000053293,Pom121,107939,0.07249337,6.372971838,0.02406311,0.876724439,0.999905142,ns
17040,ENSMUSG00000060512,0610040J01Rik,76261,0.072411706,7.409775028,0.024055854,0.876742878,0.999905142,ns
10001,ENSMUSG00000035367,Rmi1,74386,-0.07275679,4.768628282,0.024052574,0.876751214,0.999905142,ns
7696,ENSMUSG00000030204,Ddx47,67755,-0.072421002,6.317617919,0.024011936,0.876854544,0.999905142,ns
2991,ENSMUSG00000021241,Isca2,74316,-0.072727529,4.647326882,0.024009119,0.876861711,0.999905142,ns
1020,ENSMUSG00000006527,Sfmbt1,54650,-0.072677031,4.745809204,0.023995493,0.876896379,0.999905142,ns
16767,ENSMUSG00000059326,Csf2ra,12982,-0.072760228,4.472002949,0.023992128,0.876904943,0.999905142,ns
8200,ENSMUSG00000031168,Ebp,13595,-0.072434825,5.906180076,0.023989929,0.876910538,0.999905142,ns
12322,ENSMUSG00000041702,Btbd7,238386,0.072357588,6.316100273,0.023969396,0.876962808,0.999905142,ns
3366,ENSMUSG00000021918,Nek4,23955,0.072627916,4.778892911,0.023968197,0.876965861,0.999905142,ns
6747,ENSMUSG00000028556,Dock7,67299,-0.072227059,6.983924242,0.023918341,0.87709287,0.999905142,ns
7468,ENSMUSG00000029710,Ephb4,13846,0.072236724,5.886014788,0.023856593,0.877250362,0.999905142,ns
8469,ENSMUSG00000031631,Cfap97,66756,0.072432701,4.779770754,0.023839704,0.877293476,0.999905142,ns
30740,ENSMUSG00000092558,Med20,56771,0.072213137,5.476901218,0.023799442,0.877396316,0.999905142,ns
13914,ENSMUSG00000047215,Rpl9,20005,-0.071981189,8.514464019,0.023794429,0.877409126,0.999905142,ns
2845,ENSMUSG00000020954,Strn3,94186,0.072141668,5.871539141,0.023792578,0.877413858,0.999905142,ns
6038,ENSMUSG00000027329,Spef1,70997,0.073747702,2.509519502,0.023675599,0.877713206,0.999905142,ns
6387,ENSMUSG00000027940,Tpm3,59069,-0.071756208,8.855577988,0.023650223,0.877778244,0.999905142,ns
4065,ENSMUSG00000023106,Denr,68184,-0.071843254,6.456111315,0.023638905,0.877807263,0.999905142,ns
5600,ENSMUSG00000026547,Tagln2,21346,0.071609236,7.974829223,0.023539861,0.878061511,0.999905142,ns
10038,ENSMUSG00000035469,Rcbtb1,71330,-0.071795422,5.572073779,0.023536221,0.878070865,0.999905142,ns
8273,ENSMUSG00000031311,Nono,53610,0.071578628,8.565516614,0.023529676,0.878087687,0.999905142,ns
19046,ENSMUSG00000067873,Htatsf1,72459,0.071780737,5.363152407,0.023501694,0.878159633,0.999905142,ns
1527,ENSMUSG00000014791,Elmo3,234683,0.071665996,5.858859114,0.023478775,0.878218595,0.999905142,ns
12285,ENSMUSG00000041607,Mbp,17196,-0.071698528,5.593931568,0.023475067,0.878228136,0.999905142,ns
7956,ENSMUSG00000030688,Stard10,56018,0.071454997,7.775750961,0.023434219,0.878333301,0.999905142,ns
5259,ENSMUSG00000025935,Tram1,72265,0.071438657,7.455431294,0.023415109,0.878382533,0.999905142,ns
44089,ENSMUSG00000109865,Hspa14,50497,-0.071629587,5.40498443,0.023408694,0.878399064,0.999905142,ns
8040,ENSMUSG00000030824,Nucb1,18220,-0.071398263,7.616447522,0.023393248,0.878438878,0.999905142,ns
6916,ENSMUSG00000028826,Maco1,66146,-0.071456095,5.813429962,0.023337969,0.878581474,0.999905142,ns
4097,ENSMUSG00000023249,Parp3,235587,0.071478215,5.583355583,0.023329262,0.878603948,0.999905142,ns
15884,ENSMUSG00000055204,Ankrd17,81702,-0.071221889,7.703589939,0.023280014,0.878731157,0.999905142,ns
9788,ENSMUSG00000034761,Map4k5,399510,-0.071237229,5.947484499,0.023206718,0.878920738,0.999905142,ns
7559,ENSMUSG00000029910,Mad2l1,56150,-0.071275279,5.626561898,0.023202123,0.878932633,0.999905142,ns
20996,ENSMUSG00000075467,Dnlz,52838,-0.07128871,5.169778341,0.023156139,0.879051741,0.999905142,ns
6358,ENSMUSG00000027884,Clcc1,229725,0.071265638,4.715363541,0.023065736,0.879286253,0.999905142,ns
13308,ENSMUSG00000045045,Lrfn4,225875,-0.071096076,5.351132218,0.02305484,0.879314549,0.999905142,ns
750,ENSMUSG00000004771,Rab11a,53869,0.070886604,7.354441613,0.023051647,0.879322842,0.999905142,ns
17146,ENSMUSG00000061024,Rrs1,59014,-0.070825873,5.975977686,0.022941787,0.879608551,0.999905142,ns
12692,ENSMUSG00000042772,Smg7,226517,-0.070720515,6.815868954,0.022924011,0.879654847,0.999905142,ns
9804,ENSMUSG00000034793,G6pc3,68401,-0.070772549,5.432226483,0.022855094,0.879834505,0.999905142,ns
13809,ENSMUSG00000046841,Ckap4,216197,0.070513529,6.495199761,0.022773876,0.880046587,0.999905142,ns
22486,ENSMUSG00000079659,Tmem243,652925,-0.070937196,4.093362531,0.022709352,0.880215352,0.999905142,ns
14075,ENSMUSG00000047789,Slc38a9,268706,0.071119182,3.70263901,0.022695244,0.880252285,0.999905142,ns
4210,ENSMUSG00000023966,Rsph9,75564,0.072470956,2.290422186,0.022665262,0.880330811,0.999905142,ns
8703,ENSMUSG00000032000,Birc3,11796,-0.070330609,6.329920463,0.022646647,0.880379593,0.999905142,ns
27949,ENSMUSG00000087175,Gm15133,622070,-0.084005704,-0.404485171,0.022627614,0.880429493,0.999905142,ns
1134,ENSMUSG00000007880,Arid1a,93760,-0.070204398,7.322109281,0.022609333,0.880477441,0.999905142,ns
5214,ENSMUSG00000025860,Xiap,11798,0.070230165,6.423711053,0.022587212,0.880535485,0.999905142,ns
16592,ENSMUSG00000058558,Rpl5,100503670,-0.070115921,9.364087995,0.022585998,0.880538673,0.999905142,ns
7070,ENSMUSG00000029071,Dvl1,13542,-0.070131788,7.270910182,0.022560991,0.880604328,0.999905142,ns
12255,ENSMUSG00000041506,Rrp9,27966,-0.070405818,4.982596553,0.022559015,0.880609517,0.999905142,ns
9893,ENSMUSG00000035047,Kri1,215194,-0.070254437,5.603459579,0.022540011,0.880659441,0.999905142,ns
13147,ENSMUSG00000044475,Ascc1,69090,-0.070397716,4.734496297,0.022512063,0.880732896,0.999905142,ns
8904,ENSMUSG00000032353,Tmed3,66111,-0.07006534,6.987905925,0.022508329,0.880742713,0.999905142,ns
6695,ENSMUSG00000028463,Car9,230099,0.072405864,2.168802048,0.022502863,0.880757087,0.999905142,ns
204,ENSMUSG00000001150,Mcm3ap,54387,-0.070155157,5.851862419,0.022499294,0.880766472,0.999905142,ns
10346,ENSMUSG00000036461,Elf1,13709,-0.070003334,6.899506147,0.022464995,0.88085671,0.999905142,ns
130,ENSMUSG00000000753,Serpinf1,20317,-0.070210363,5.180295381,0.022462377,0.880863601,0.999905142,ns
19101,ENSMUSG00000068134,Zfp120,104348,-0.07065415,3.85832728,0.022456235,0.880879768,0.999905142,ns
19020,ENSMUSG00000067722,Uqcc4,214489,0.070383281,4.439785545,0.022441822,0.880917715,0.999905142,ns
3154,ENSMUSG00000021546,Hnrnpk,15387,0.06987755,9.102274625,0.022430517,0.880947492,0.999905142,ns
773,ENSMUSG00000004897,Hdgf,15191,0.069845963,8.675725377,0.022405809,0.88101259,0.999905142,ns
4556,ENSMUSG00000024563,Smad2,17126,-0.069949674,6.132833083,0.022389215,0.881056332,0.999905142,ns
2391,ENSMUSG00000020230,Prmt2,15468,0.070112367,5.080860653,0.022385064,0.881067278,0.999905142,ns
1644,ENSMUSG00000015749,Anp32e,66471,-0.069874805,6.939678393,0.022384204,0.881069544,0.999905142,ns
1638,ENSMUSG00000015714,Cers2,76893,0.069788059,7.549578679,0.02234824,0.881164415,0.999905142,ns
5572,ENSMUSG00000026491,Ahctf1,226747,0.069801615,6.573546119,0.022320514,0.881237604,0.999905142,ns
2635,ENSMUSG00000020640,Itsn2,20403,0.069765006,6.840048441,0.022309575,0.881266494,0.999905142,ns
14605,ENSMUSG00000049760,Micos13,224904,-0.069872252,5.707211067,0.022305441,0.881277413,0.999905142,ns
9618,ENSMUSG00000034290,Nek9,217718,0.069649653,7.009435625,0.022242657,0.881443382,0.999905142,ns
9073,ENSMUSG00000032624,Eml4,78798,0.069644908,7.037884875,0.022240691,0.881448582,0.999905142,ns
4520,ENSMUSG00000024505,Dtwd2,68857,0.073196464,1.573146706,0.022237536,0.88145693,0.999905142,ns
1902,ENSMUSG00000018293,Pfn1,18643,-0.069553418,9.581671335,0.022226582,0.881485913,0.999905142,ns
29526,ENSMUSG00000090115,Usp49,224836,0.069989835,4.576151953,0.022220522,0.881501952,0.999905142,ns
7692,ENSMUSG00000030199,Etv6,14011,-0.069612155,6.803016741,0.022210606,0.881528199,0.999905142,ns
12234,ENSMUSG00000041438,Utp4,21771,-0.069656576,5.760153519,0.022172759,0.881628436,0.999905142,ns
8065,ENSMUSG00000030868,Dctn5,59288,0.06958723,5.62758084,0.022115731,0.88177964,0.999905142,ns
13775,ENSMUSG00000046733,Gprc5a,232431,-0.069441457,6.897847941,0.022105782,0.881806038,0.999905142,ns
10855,ENSMUSG00000037845,Fdxacb1,382137,-0.070956019,2.683145763,0.022054737,0.881941578,0.999905142,ns
9261,ENSMUSG00000033186,Mzt1,76789,-0.069484911,5.470817946,0.022035301,0.88199323,0.999905142,ns
8125,ENSMUSG00000031010,Usp9x,22284,0.069276265,7.632604399,0.022023767,0.882023892,0.999905142,ns
14198,ENSMUSG00000048232,Fbxo10,269529,-0.070013349,3.650516655,0.021978076,0.882145438,0.999905142,ns
10221,ENSMUSG00000036061,Smug1,71726,0.069277387,4.704965888,0.021794922,0.882633963,0.999905142,ns
17388,ENSMUSG00000062157,Ifnlr1,242700,-0.069240794,4.703027298,0.021772648,0.882693516,0.999905142,ns
52141,ENSMUSG00000118537,Shld3,113002583,-0.07157414,1.9447445,0.02175279,0.882746636,0.999905142,ns
7780,ENSMUSG00000030341,Tnfrsf1a,21937,0.068859697,6.620457982,0.021724545,0.882822236,0.999905142,ns
9554,ENSMUSG00000034126,Pomt2,217734,0.069217154,4.535589534,0.021724532,0.882822271,0.999905142,ns
3496,ENSMUSG00000022130,Tgds,76355,-0.06941342,4.012548032,0.021721529,0.882830311,0.999905142,ns
8727,ENSMUSG00000032040,Dcps,69305,-0.069066122,4.964932896,0.0217061,0.882871631,0.999905142,ns
1493,ENSMUSG00000014496,Ankrd28,105522,0.068887563,5.70588693,0.021680578,0.882940016,0.999905142,ns
1119,ENSMUSG00000007739,Cct4,12464,-0.068700606,7.556599683,0.021657589,0.883001646,0.999905142,ns
16133,ENSMUSG00000056394,Lig1,16881,-0.06886758,5.546363373,0.021653337,0.883013049,0.999905142,ns
5661,ENSMUSG00000026640,Plxna2,18845,-0.070476038,2.533585708,0.021645798,0.883033271,0.999905142,ns
17691,ENSMUSG00000063506,Arhgap22,239027,0.070882465,2.217848563,0.021614181,0.883118112,0.999905142,ns
12722,ENSMUSG00000042854,Trp53rkb,76367,0.070769171,2.254046811,0.021579619,0.883210926,0.999905142,ns
15462,ENSMUSG00000053289,Ddx10,77591,-0.068734004,5.298073491,0.021542299,0.883311235,0.999905142,ns
5019,ENSMUSG00000025403,Shmt2,108037,0.068537261,6.667749952,0.021523816,0.883360946,0.999905142,ns
7180,ENSMUSG00000029238,Clock,12753,0.068620613,5.760201951,0.021517684,0.883377444,0.999905142,ns
6546,ENSMUSG00000028199,Cryz,12972,-0.068644763,5.459303873,0.021504491,0.883412946,0.999905142,ns
14492,ENSMUSG00000049354,Dcaf7,71833,-0.068455535,7.2258275,0.021494107,0.883440896,0.999905142,ns
10745,ENSMUSG00000037536,Fbxo34,78938,-0.068653728,5.291728784,0.02149126,0.883448561,0.999905142,ns
8814,ENSMUSG00000032215,Rsl24d1,225215,-0.068593455,5.558293117,0.021482501,0.883472146,0.999905142,ns
16732,ENSMUSG00000059183,Mtfmt,69606,-0.069002407,4.056432112,0.021477438,0.883485779,0.999905142,ns
7764,ENSMUSG00000030316,Tamm41,68971,0.069382943,3.353723858,0.021460785,0.883530638,0.999905142,ns
3640,ENSMUSG00000022377,Asap1,13196,-0.068593811,5.340410777,0.021459457,0.883534215,0.999905142,ns
12065,ENSMUSG00000040843,Tiprl,226591,-0.068633272,5.075062829,0.021450677,0.883557872,0.999905142,ns
12673,ENSMUSG00000042719,Naa25,231713,-0.06843715,6.19682159,0.021435685,0.883598282,0.999905142,ns
22125,ENSMUSG00000078851,H2ac25,319162,0.069031307,3.697767867,0.0213807,0.883746607,0.999905142,ns
14923,ENSMUSG00000050973,Gdpgp1,269952,0.06967298,2.801110481,0.021339469,0.883857957,0.999905142,ns
6675,ENSMUSG00000028436,Dcaf12,68970,-0.068188224,6.450890121,0.021294763,0.883978817,0.999905142,ns
2318,ENSMUSG00000020109,Dnajb12,56709,0.068276682,5.655385271,0.021293228,0.88398297,0.999905142,ns
17347,ENSMUSG00000062014,Gmfb,63985,-0.068130438,6.778516874,0.021274208,0.88403443,0.999905142,ns
13561,ENSMUSG00000045962,Wnk1,232341,-0.068026493,7.724711699,0.021238595,0.884130849,0.999905142,ns
13044,ENSMUSG00000044149,Nkrf,77286,0.068555396,4.179475925,0.021230944,0.884151574,0.999905142,ns
7149,ENSMUSG00000029191,Rfc1,19687,-0.068049863,6.419518032,0.021206766,0.884217092,0.999905142,ns
47966,ENSMUSG00000113948,Rpl17-ps3,100040745,-0.074269068,0.69935225,0.021171139,0.884313705,0.999905142,ns
11319,ENSMUSG00000038900,Rpl12,269261,0.06787144,8.934505922,0.021159708,0.884344719,0.999905142,ns
16181,ENSMUSG00000056632,Dsg3,13512,-0.068551996,3.880342044,0.021146784,0.884379797,0.999905142,ns
1766,ENSMUSG00000017057,Il13ra1,16164,-0.067829597,6.405627682,0.021068966,0.884591235,0.999905142,ns
402,ENSMUSG00000002279,Lmf1,76483,-0.068051953,4.577525194,0.021008597,0.884755538,0.999905142,ns
5881,ENSMUSG00000026994,Galnt3,14425,-0.067632145,6.78920531,0.020964626,0.884875364,0.999905142,ns
11722,ENSMUSG00000039981,Zc3h12d,237256,0.080762783,-0.392473092,0.020935225,0.884955556,0.999905142,ns
4521,ENSMUSG00000024507,Hsd17b4,15488,0.067545069,6.984847583,0.020918009,0.885002539,0.999905142,ns
1185,ENSMUSG00000008683,Rps15a,267019,0.067474313,7.961917905,0.020899839,0.88505215,0.999905142,ns
5275,ENSMUSG00000025962,Fastkd2,75619,0.067971787,4.182134191,0.020871708,0.885128996,0.999905142,ns
10591,ENSMUSG00000037134,Prmt9,102182,-0.06793507,3.875422653,0.020766418,0.885417099,0.999905142,ns
16902,ENSMUSG00000059890,Ube4a,140630,0.067288381,6.602507635,0.020743648,0.885479502,0.999905142,ns
8882,ENSMUSG00000032320,Rcn2,26611,0.067486614,5.0795151,0.020739779,0.885490108,0.999905142,ns
4891,ENSMUSG00000025169,Ogfod3,66179,0.067956077,3.751181005,0.020737936,0.885495161,0.999905142,ns
5520,ENSMUSG00000026404,Ddx59,67997,-0.068747092,2.700804234,0.020714909,0.885558312,0.999905142,ns
11591,ENSMUSG00000039630,Hnrnpu,51810,0.067131024,9.306652389,0.020703644,0.885589222,0.999905142,ns
11984,ENSMUSG00000040651,Tasor,218850,-0.067340834,5.388697406,0.020687962,0.885632262,0.999905142,ns
16995,ENSMUSG00000060301,2610008E11Rik,72128,0.068144585,3.305068966,0.020680235,0.885653474,0.999905142,ns
10461,ENSMUSG00000036825,Ssx2ip,99167,-0.067251411,5.351710817,0.020629055,0.885794085,0.999905142,ns
4318,ENSMUSG00000024140,Epas1,13819,-0.06727574,4.875019862,0.020582172,0.885923045,0.999905142,ns
2234,ENSMUSG00000019969,Psen1,19164,-0.06700506,6.676245835,0.020572932,0.885948479,0.999905142,ns
13890,ENSMUSG00000047126,Cltc,67300,-0.066922369,8.968064895,0.020572489,0.885949699,0.999905142,ns
13208,ENSMUSG00000044700,Tmem201,230917,-0.067138401,4.998667058,0.020516165,0.886104865,0.999905142,ns
1070,ENSMUSG00000006941,Eif1b,68969,0.067327855,4.306249518,0.020507213,0.886129546,0.999905142,ns
2584,ENSMUSG00000020549,Elac2,68626,-0.067075476,5.183234428,0.020501797,0.886144483,0.999905142,ns
27409,ENSMUSG00000086503,Xist,213742,-0.066791671,9.28971666,0.020494795,0.886163794,0.999905142,ns
2471,ENSMUSG00000020368,Canx,12330,0.06678975,9.302647221,0.020493667,0.886166905,0.999905142,ns
11293,ENSMUSG00000038831,Ralgps1,241308,0.067343078,3.869753929,0.02040264,0.886418276,0.999905142,ns
9225,ENSMUSG00000033060,Lmo7,380928,0.066666754,6.641515664,0.020363948,0.886525297,0.999905142,ns
1490,ENSMUSG00000014444,Piezo1,234839,-0.066523046,8.150876793,0.020317997,0.88665253,0.999905142,ns
3362,ENSMUSG00000021911,Parg,26430,-0.066675478,5.545243436,0.020296804,0.886711261,0.999905142,ns
11544,ENSMUSG00000039483,Asb6,72323,-0.066688703,5.164284761,0.020263754,0.886802912,0.999905142,ns
3091,ENSMUSG00000021417,Eci2,23986,-0.066747017,4.717926996,0.020235177,0.88688222,0.999905142,ns
6166,ENSMUSG00000027523,Gnas,14683,0.066334687,9.195587349,0.020214601,0.88693936,0.999905142,ns
3022,ENSMUSG00000021281,Tnfaip2,21928,-0.066284961,9.749422014,0.020187809,0.887013806,0.999905142,ns
19217,ENSMUSG00000068798,Rap1a,109905,-0.066375774,5.772527886,0.020134454,0.887162212,0.999905142,ns
12533,ENSMUSG00000042349,Ikbke,56489,-0.066257887,6.721680723,0.020118629,0.887206268,0.999905142,ns
8764,ENSMUSG00000032097,Ddx6,13209,0.066130555,8.254409006,0.020080427,0.887312691,0.999905142,ns
19036,ENSMUSG00000067825,Pex26,74043,0.06611198,6.027645762,0.019992951,0.887556773,0.999905142,ns
6657,ENSMUSG00000028410,Dnaja1,15502,0.065969022,8.272917132,0.01998272,0.887585355,0.999905142,ns
7463,ENSMUSG00000029703,Lrwd1,71735,0.066256545,4.865954093,0.019961128,0.887645702,0.999905142,ns
2822,ENSMUSG00000020918,Kat2a,14534,0.066064265,5.902867695,0.019955398,0.887661724,0.999905142,ns
9870,ENSMUSG00000034973,Dop1a,320615,0.066090805,5.263318198,0.019912938,0.887780508,0.999905142,ns
2242,ENSMUSG00000019984,Med23,70208,-0.065953346,5.481162759,0.019853518,0.887946956,0.999905142,ns
5923,ENSMUSG00000027109,Sp3,20687,0.065818959,5.89135991,0.019806657,0.888078404,0.999905142,ns
7912,ENSMUSG00000030610,Det1,76375,0.0668228,3.116321492,0.019799491,0.88809852,0.999905142,ns
722,ENSMUSG00000004562,Arhgef40,268739,-0.06588396,5.241973072,0.019786742,0.888134317,0.999905142,ns
19775,ENSMUSG00000071267,Zfp942,73233,-0.066643413,3.288564395,0.019774669,0.888168223,0.999905142,ns
6811,ENSMUSG00000028651,Ppie,56031,0.065871165,4.982682675,0.019746122,0.888248445,0.999905142,ns
2621,ENSMUSG00000020621,Rdh14,105014,0.066310501,3.732789331,0.019740024,0.888265589,0.999905142,ns
5753,ENSMUSG00000026798,Coq4,227683,0.066348759,3.564297293,0.019705805,0.888361839,0.999905142,ns
741,ENSMUSG00000004667,Polr2e,66420,-0.065617429,6.176239325,0.019704636,0.88836513,0.999905142,ns
11631,ENSMUSG00000039725,Trp53rka,381406,0.065975091,4.263474568,0.01968216,0.888428398,0.999905142,ns
3032,ENSMUSG00000021302,Ggps1,14593,-0.065692663,5.3028039,0.019678733,0.888438048,0.999905142,ns
9404,ENSMUSG00000033685,Ucp2,22228,-0.065421809,9.683359127,0.019665175,0.888476236,0.999905142,ns
10802,ENSMUSG00000037703,Lzts3,241638,-0.065477603,7.011134832,0.019658248,0.888495751,0.999905142,ns
29619,ENSMUSG00000090258,Churc1,211151,-0.065718235,4.747301026,0.019620945,0.888600903,0.999905142,ns
5620,ENSMUSG00000026578,Ccdc181,74895,0.066030492,3.830054499,0.019603513,0.888650079,0.999905142,ns
8477,ENSMUSG00000031641,Cbr4,234309,-0.065577403,5.233114421,0.019602051,0.888654202,0.999905142,ns
16163,ENSMUSG00000056536,Pign,27392,0.065477802,5.723937925,0.019589091,0.888690779,0.999905142,ns
8783,ENSMUSG00000032123,Dpagt1,13478,0.065471956,5.723532979,0.019585561,0.888700743,0.999905142,ns
29647,ENSMUSG00000090317,Gm17324,100579154,-0.080610045,-0.673474953,0.019563903,0.888761896,0.999905142,ns
1815,ENSMUSG00000017561,Crlf3,54394,-0.065862356,4.007931957,0.019554864,0.888787429,0.999905142,ns
3139,ENSMUSG00000021509,Slc25a48,328258,0.065290299,7.020057082,0.019546057,0.888812313,0.999905142,ns
11610,ENSMUSG00000039678,Tbc1d13,70296,0.065134189,6.993317314,0.019451822,0.889078928,0.999905142,ns
9542,ENSMUSG00000034108,Ccs,12460,-0.065403201,4.860156027,0.019450302,0.889083234,0.999905142,ns
13977,ENSMUSG00000047454,Gphn,268566,-0.065296709,5.078821552,0.01941638,0.889179373,0.999905142,ns
3082,ENSMUSG00000021400,Wrnip1,78903,-0.06516499,5.664141609,0.01939797,0.889231584,0.999905142,ns
16765,ENSMUSG00000059323,Tonsl,72749,0.065344681,4.701926317,0.019390419,0.889253007,0.999905142,ns
363,ENSMUSG00000002032,Tmem25,71687,0.073472142,0.20286698,0.019352811,0.889359765,0.999905142,ns
6694,ENSMUSG00000028461,Ccdc107,622404,-0.065406528,4.128661091,0.019315031,0.889467118,0.999905142,ns
4764,ENSMUSG00000024942,Capn1,12333,0.064860775,7.631290574,0.019305967,0.889492888,0.999905142,ns
13953,ENSMUSG00000047369,Dnah14,240960,0.068186314,1.577341534,0.019303622,0.889499557,0.999905142,ns
16346,ENSMUSG00000057367,Birc2,11797,0.065056429,4.90809609,0.019250588,0.889650481,0.999905142,ns
739,ENSMUSG00000004661,Arid3b,56380,-0.066197512,2.755856288,0.019240582,0.88967898,0.999905142,ns
10145,ENSMUSG00000035824,Tk2,57813,0.065152829,4.3586328,0.019214594,0.889753034,0.999905142,ns
8924,ENSMUSG00000032382,Snx1,56440,-0.064795892,5.933561423,0.019199085,0.88979725,0.999905142,ns
14030,ENSMUSG00000047648,Fbxo30,71865,-0.065086809,4.47113884,0.01919867,0.889798435,0.999905142,ns
5584,ENSMUSG00000026511,Srp9,27058,-0.06473134,6.428071952,0.019189438,0.889824765,0.999905142,ns
7288,ENSMUSG00000029427,Zcchc8,70650,0.064789457,5.677868494,0.019175721,0.889863898,0.999905142,ns
3079,ENSMUSG00000021392,Nol8,70930,0.064901554,5.005019344,0.019172061,0.889874343,0.999905142,ns
