,gene_id,gene_name,EntrezGene,logFC,logCPM,LR,PValue,FDR,topDE
29280,ENSMUSG00000089774,Slc5a3,53881,2.373892178,4.585292779,22.97998663,1.64E-06,8.85E-05,Up
25283,ENSMUSG00000083716,Gm13436,624088,2.479749465,2.172578854,22.94681418,1.67E-06,8.97E-05,Up
7124,ENSMUSG00000029156,Sgcb,24051,2.614367555,1.171781525,22.92311657,1.69E-06,9.04E-05,Up
4204,ENSMUSG00000023959,Clic5,224796,-2.342681226,6.8525058,22.78291164,1.81E-06,9.68E-05,Down
5500,ENSMUSG00000026360,Rgs2,19735,2.45410999,2.250563387,22.64593375,1.95E-06,0.000103524,Up
47083,ENSMUSG00000113061,Rps18-ps5,100042388,2.525725727,1.547655258,22.53030925,2.07E-06,0.000109485,Up
12190,ENSMUSG00000041293,Adgrf1,77596,2.323684597,5.738887982,22.33593072,2.29E-06,0.000120641,Up
6627,ENSMUSG00000028357,Kif12,16552,2.395313782,2.792599086,22.31811637,2.31E-06,0.00012126,Up
20188,ENSMUSG00000073409,H2-Q6,110557,-2.317778437,5.924821452,22.27345815,2.36E-06,0.0001236,Down
14272,ENSMUSG00000048489,Depp1,213393,2.324398954,4.890324789,22.19851511,2.46E-06,0.000127991,Up
48020,ENSMUSG00000114003,Gm9616,674228,2.388819073,2.748074698,22.16744806,2.50E-06,0.000129546,Up
4341,ENSMUSG00000024177,Nme4,56520,2.56112274,1.084909772,21.91013976,2.86E-06,0.000147525,Up
673,ENSMUSG00000004105,Angptl2,26360,2.481323218,1.547091634,21.85533647,2.94E-06,0.000151182,Up
16406,ENSMUSG00000057657,Rps18-ps3,100042791,2.543354411,1.150261525,21.83253901,2.98E-06,0.000152369,Up
13313,ENSMUSG00000045062,Pcdhb7,93878,-2.559149279,0.869643041,21.79441869,3.03E-06,0.0001548,Down
10747,ENSMUSG00000037541,Shank2,210274,2.310460048,4.166334088,21.74441726,3.11E-06,0.000158249,Up
12298,ENSMUSG00000041642,Kif21b,16565,2.336835977,3.153060787,21.6511547,3.27E-06,0.000165465,Up
10904,ENSMUSG00000037974,Muc5ac,17833,2.316007629,3.714779781,21.64353635,3.28E-06,0.000165465,Up
8598,ENSMUSG00000031842,Pde4c,110385,2.426056632,1.84103401,21.56665963,3.42E-06,0.000171424,Up
3801,ENSMUSG00000022636,Alcam,11658,2.270318301,8.158503874,21.55528879,3.44E-06,0.000171424,Up
2110,ENSMUSG00000019647,Sema6a,20358,2.346920543,2.821553717,21.54798543,3.45E-06,0.000171424,Up
16976,ENSMUSG00000060206,Zfp462,242466,2.411605851,1.962300974,21.54134085,3.46E-06,0.000171424,Up
13555,ENSMUSG00000045932,Ifit2,15958,-2.276124186,5.820927646,21.53784659,3.47E-06,0.000171424,Down
13799,ENSMUSG00000046808,Atp10d,231287,2.453864433,1.58198176,21.51177784,3.52E-06,0.000173094,Up
30396,ENSMUSG00000092060,Bend4,666938,-2.326165481,3.025703859,21.50379474,3.53E-06,0.000173143,Down
11323,ENSMUSG00000038910,Plcl2,224860,2.36630263,2.376692023,21.39725476,3.73E-06,0.000182079,Up
4080,ENSMUSG00000023169,Slc38a1,105727,2.286582029,4.323428946,21.39249579,3.74E-06,0.000182079,Up
11507,ENSMUSG00000039364,Sectm1b,58210,2.274199682,5.001978232,21.35784388,3.81E-06,0.000184689,Up
36,ENSMUSG00000000204,Slfn4,20558,2.438881109,1.597551575,21.31637132,3.89E-06,0.000188008,Up
26539,ENSMUSG00000085421,4732490B19Rik,319871,2.326275038,2.826785995,21.21510358,4.11E-06,0.000197454,Up
7857,ENSMUSG00000030510,Cers3,545975,2.459447748,1.33990791,21.07819401,4.41E-06,0.000211273,Up
15363,ENSMUSG00000052821,Cysltr1,58861,2.372553288,1.971765662,20.94849589,4.72E-06,0.000225217,Up
19160,ENSMUSG00000068417,Pnp2,667034,2.513279477,0.949119954,20.85360331,4.96E-06,0.000234966,Up
11543,ENSMUSG00000039481,Nrtn,18188,2.274034954,3.543995542,20.85291691,4.96E-06,0.000234966,Up
16971,ENSMUSG00000060188,Cxcl17,232983,2.2305341,7.17211902,20.83622403,5.00E-06,0.000236138,Up
22383,ENSMUSG00000079457,Gm7609,665378,2.329962325,2.289880623,20.71512874,5.33E-06,0.000249903,Up
10010,ENSMUSG00000035385,Ccl2,20296,-2.226560774,6.112253574,20.7134862,5.33E-06,0.000249903,Down
17314,ENSMUSG00000061877,BC048679,210321,-2.379032311,1.564578075,20.6701844,5.46E-06,0.000254676,Down
15388,ENSMUSG00000052949,Rnf157,217340,-2.234549098,4.620691517,20.63708576,5.55E-06,0.000258164,Down
6297,ENSMUSG00000027784,Ppm1l,242083,2.243849307,3.926047857,20.52936175,5.87E-06,0.000272107,Up
4917,ENSMUSG00000025207,Sema4g,26456,2.323579601,2.211460236,20.51767227,5.91E-06,0.000272775,Up
6738,ENSMUSG00000028544,Slc5a9,230612,2.209825273,7.129530813,20.48056625,6.02E-06,0.000277103,Up
16175,ENSMUSG00000056602,Fry,320365,2.234595057,4.1632334,20.46350255,6.08E-06,0.000278572,Up
17309,ENSMUSG00000061848,Gm5805,102634709,2.420645911,1.268335271,20.35190831,6.44E-06,0.000294233,Up
10696,ENSMUSG00000037406,Htra4,330723,-2.371442797,1.401103905,20.26289345,6.75E-06,0.000307136,Down
15654,ENSMUSG00000054169,Ceacam10,26366,-2.33747175,1.685000598,20.23283705,6.86E-06,0.000310881,Down
677,ENSMUSG00000004151,Etv1,14009,2.205126043,4.646284571,20.11112091,7.31E-06,0.000330122,Up
16063,ENSMUSG00000056071,S100a9,20202,2.19246967,5.668221936,20.07581662,7.44E-06,0.000335076,Up
6062,ENSMUSG00000027360,Hdc,15186,-2.19287602,4.60926109,19.93546337,8.01E-06,0.000359317,Down
33550,ENSMUSG00000097960,A330074K22Rik,434353,-2.308214036,1.759322231,19.89725472,8.17E-06,0.000365275,Down
6307,ENSMUSG00000027800,Tm4sf1,17112,2.186920287,4.922947166,19.86777575,8.30E-06,0.000369645,Up
7063,ENSMUSG00000029061,Mmp23,26561,-2.237707186,2.725388997,19.83721614,8.43E-06,0.000374284,Down
15147,ENSMUSG00000051832,E230016K23Rik,100504464,2.274447207,2.187841836,19.72472702,8.94E-06,0.000395585,Up
9308,ENSMUSG00000033350,Chst2,54371,2.334058716,1.510698721,19.59197598,9.59E-06,0.000422567,Up
18944,ENSMUSG00000067279,Ppp1r3c,53412,2.299798546,1.782300839,19.54842866,9.81E-06,0.000430809,Up
20194,ENSMUSG00000073418,C4b,12268,2.163803478,5.161604718,19.52620811,9.92E-06,0.000434341,Up
17238,ENSMUSG00000061517,Sox21,223227,-2.258812952,2.025374216,19.48932084,1.01E-05,0.000441283,Down
7547,ENSMUSG00000029864,Gstk1,76263,2.279575737,1.935673478,19.4719502,1.02E-05,0.000443178,Up
3773,ENSMUSG00000022582,Ly6g,546644,-2.234588929,2.35614954,19.46800821,1.02E-05,0.000443178,Down
20613,ENSMUSG00000074527,Gm14296,102639598,2.226321628,2.6398911,19.4482453,1.03E-05,0.000446259,Up
6354,ENSMUSG00000027880,Slc25a54,74686,2.234001042,2.496556199,19.43464369,1.04E-05,0.00044792,Up
190,ENSMUSG00000001095,Slc13a2,20500,2.167025024,4.380017118,19.41171227,1.05E-05,0.000451793,Up
19872,ENSMUSG00000071657,Bscl2,14705,-2.155638154,5.057849138,19.39978178,1.06E-05,0.000453089,Down
5961,ENSMUSG00000027200,Sema6d,214968,2.161312359,4.069422165,19.22346706,1.16E-05,0.000495246,Up
8146,ENSMUSG00000031075,Ano1,101772,2.143951254,5.11983759,19.19125819,1.18E-05,0.000501983,Up
9828,ENSMUSG00000034855,Cxcl10,15945,-2.159312072,3.600509776,19.07599693,1.26E-05,0.000531448,Down
8755,ENSMUSG00000032085,Tagln,21345,2.28883522,1.543864848,18.99177106,1.31E-05,0.000553578,Up
60,ENSMUSG00000000320,Alox12,11684,-2.150747202,3.588823584,18.9328971,1.35E-05,0.00056903,Down
4063,ENSMUSG00000023094,Msrb2,76467,2.254791029,1.789804096,18.88928113,1.39E-05,0.000578566,Up
36753,ENSMUSG00000101795,Gm5835,545369,2.183308565,2.777547362,18.88855699,1.39E-05,0.000578566,Up
404,ENSMUSG00000002289,Angptl4,57875,2.386503416,0.851951721,18.85482757,1.41E-05,0.000586909,Up
14133,ENSMUSG00000047990,C2cd4a,244911,2.121617437,5.265340528,18.84684915,1.42E-05,0.000586909,Up
4780,ENSMUSG00000024968,Rcor2,104383,-2.149091672,3.440438158,18.84245278,1.42E-05,0.000586909,Down
9964,ENSMUSG00000035246,Pcyt1b,236899,2.128033038,4.059311049,18.68102919,1.55E-05,0.000636671,Up
9067,ENSMUSG00000032609,Klhdc8b,78267,2.16709599,2.802930367,18.65476663,1.57E-05,0.000643405,Up
977,ENSMUSG00000006313,Upk1a,109637,2.234406521,1.8162245,18.62607628,1.59E-05,0.000651047,Up
3163,ENSMUSG00000021559,Dapk1,69635,2.1065226,5.056337201,18.56828886,1.64E-05,0.000668919,Up
1135,ENSMUSG00000007888,Crlf1,12931,2.12822841,3.680648438,18.54375401,1.66E-05,0.000675406,Up
17437,ENSMUSG00000062353,Gm15772,100034726,2.258387497,1.503648532,18.48113463,1.72E-05,0.000695728,Up
16059,ENSMUSG00000056054,S100a8,20201,2.097309723,5.332251617,18.45957795,1.74E-05,0.000701394,Up
4655,ENSMUSG00000024766,Lipo3,381236,2.295923147,1.198202763,18.43054508,1.76E-05,0.000709893,Up
3937,ENSMUSG00000022864,D16Ertd472e,67102,2.19963545,2.040248097,18.40691938,1.78E-05,0.000715397,Up
10646,ENSMUSG00000037279,Ovol2,107586,2.230684909,1.702998207,18.4037288,1.79E-05,0.000715397,Up
2271,ENSMUSG00000020034,Tcp11l2,216198,2.108076873,4.088786684,18.3698644,1.82E-05,0.000725928,Up
8518,ENSMUSG00000031722,Hp,15439,2.079931292,8.025956606,18.34044335,1.85E-05,0.000734907,Up
10040,ENSMUSG00000035473,Galm,319625,-2.084575729,5.111502025,18.24419298,1.94E-05,0.000770569,Down
11811,ENSMUSG00000040219,Ttc12,235330,2.275120226,1.187916432,18.12003998,2.07E-05,0.000819906,Up
3981,ENSMUSG00000022952,Runx1,12394,2.065166889,5.466808924,17.95662147,2.26E-05,0.000890611,Up
3842,ENSMUSG00000022708,Zbtb20,56490,2.116345867,2.870843556,17.91669766,2.31E-05,0.000906665,Up
2636,ENSMUSG00000020641,Rsad2,58185,-2.054226288,6.388785007,17.87004697,2.37E-05,0.000926287,Down
2029,ENSMUSG00000018927,Ccl6,20305,2.31679878,0.79486311,17.78130733,2.48E-05,0.000967514,Up
7859,ENSMUSG00000030513,Pcsk6,18553,2.05176299,5.183161051,17.70484791,2.58E-05,0.001004092,Up
13223,ENSMUSG00000044734,Serpinb1a,66222,2.158889529,1.896189491,17.62390529,2.69E-05,0.00104453,Up
9479,ENSMUSG00000033906,Zdhhc15,108672,2.179749369,1.591241214,17.49766389,2.88E-05,0.001112817,Up
19346,ENSMUSG00000069516,Lyz2,17105,2.0493486,4.093562508,17.43962137,2.97E-05,0.001143819,Up
11940,ENSMUSG00000040543,Pitpnm3,327958,2.260303733,0.87847283,17.24140199,3.29E-05,0.001265707,Up
19280,ENSMUSG00000069117,Rps18-ps6,100039740,2.08736274,2.479110323,17.17626456,3.41E-05,0.001305888,Up
2891,ENSMUSG00000021061,Sptb,20741,2.022545146,4.221663929,17.05536025,3.63E-05,0.001387516,Up
17561,ENSMUSG00000062901,Klhl24,75785,1.99889015,6.452089769,16.98086153,3.78E-05,0.00143869,Up
878,ENSMUSG00000005672,Kit,16590,2.143493127,1.462468333,16.78631698,4.18E-05,0.001589184,Up
3231,ENSMUSG00000021684,Pde8b,218461,-2.067967748,2.158256253,16.74408839,4.28E-05,0.001620084,Down
7077,ENSMUSG00000029084,Cd38,12494,2.197690833,1.020682229,16.72389175,4.32E-05,0.001632534,Up
14412,ENSMUSG00000049044,Rapgef4,56508,-2.022252136,2.983386908,16.639408,4.52E-05,0.001701802,Down
5781,ENSMUSG00000026833,Olfm1,56177,2.029468494,2.883614029,16.60324836,4.61E-05,0.001729411,Up
15802,ENSMUSG00000054871,Tmem158,72309,1.982048557,5.082121292,16.59080273,4.64E-05,0.001735646,Up
2012,ENSMUSG00000018865,Sult4a1,29859,2.236202904,0.729504103,16.57446938,4.68E-05,0.001745495,Up
15200,ENSMUSG00000052117,D630039A03Rik,242484,1.987750822,4.316363882,16.53875979,4.77E-05,0.001773444,Up
4051,ENSMUSG00000023073,Slc10a2,20494,2.092544066,1.743286125,16.47322992,4.93E-05,0.001830424,Up
40464,ENSMUSG00000105879,Gm6204,621155,2.120679874,1.457563664,16.46204903,4.96E-05,0.001835143,Up
8044,ENSMUSG00000030830,Itgal,16408,2.16166928,1.129221817,16.45726193,4.98E-05,0.001835143,Up
1704,ENSMUSG00000016262,Sertad4,214791,1.992706946,3.415477401,16.32462422,5.34E-05,0.00196244,Up
3806,ENSMUSG00000022651,Retnlg,245195,1.996266646,3.090474359,16.22396284,5.63E-05,0.002063517,Up
11086,ENSMUSG00000038357,Camp,12796,2.013801199,2.637685877,16.20664759,5.68E-05,0.002076445,Up
6044,ENSMUSG00000027338,Prnd,26434,1.975831536,3.679118236,16.17143013,5.79E-05,0.002109314,Up
27755,ENSMUSG00000086938,4930481A15Rik,74931,2.10249069,1.403576665,16.12798426,5.92E-05,0.002152054,Up
11840,ENSMUSG00000040289,Hey1,15213,2.206809701,0.659896797,16.03332501,6.22E-05,0.00225588,Up
8175,ENSMUSG00000031137,Fgf13,14168,-2.015474877,2.191064942,16.00360929,6.32E-05,0.002285018,Down
8709,ENSMUSG00000032012,Nectin1,58235,1.96639482,3.528639607,15.97351185,6.42E-05,0.002315021,Up
17737,ENSMUSG00000063696,Gm8730,667618,1.966742204,3.470399751,15.9559111,6.48E-05,0.002330008,Up
22438,ENSMUSG00000079563,Pglyrp2,57757,-2.119554705,0.986167111,15.929481,6.57E-05,0.002356076,Down
14785,ENSMUSG00000050463,Krt78,332131,-2.043773103,1.691613076,15.91277546,6.63E-05,0.002370248,Down
33128,ENSMUSG00000097328,Tnfsf12,21944,2.126450964,1.083619834,15.90303082,6.67E-05,0.002375772,Up
15668,ENSMUSG00000054252,Fgfr3,14184,1.970068873,3.207458044,15.89109942,6.71E-05,0.002384081,Up
18693,ENSMUSG00000065952,Rps23rg1,546049,2.059242391,1.569549609,15.7771104,7.13E-05,0.002525019,Up
18898,ENSMUSG00000067006,Serpinb5,20724,2.061201576,1.543298661,15.76783308,7.16E-05,0.002530343,Up
13887,ENSMUSG00000047115,Fam221a,231946,-1.959757548,3.093668733,15.75433546,7.21E-05,0.002541363,Down
13595,ENSMUSG00000046093,Hpcal4,170638,-1.925126999,4.798831602,15.69523385,7.44E-05,0.002614735,Down
14814,ENSMUSG00000050578,Mmp13,17386,2.019006648,1.94737382,15.67481268,7.52E-05,0.002635798,Up
10988,ENSMUSG00000038151,Prdm1,12142,-2.084275309,1.072769145,15.6059482,7.80E-05,0.002725998,Down
9524,ENSMUSG00000034040,Galnt17,212996,-1.914947261,4.503840002,15.4943683,8.28E-05,0.002883762,Down
5875,ENSMUSG00000026985,Il36b,69677,-1.967529268,2.388205321,15.46114273,8.42E-05,0.00292684,Down
8856,ENSMUSG00000032289,Thsd4,207596,1.904306166,5.169391617,15.40868326,8.66E-05,0.003000978,Up
8993,ENSMUSG00000032496,Ltf,17002,1.888444198,13.93197583,15.34090303,8.98E-05,0.003102086,Up
7946,ENSMUSG00000030671,Pde3b,18576,1.946965855,2.77380108,15.31816687,9.08E-05,0.003131089,Up
5570,ENSMUSG00000026489,Coq8a,67426,1.958876014,2.48571892,15.29809375,9.18E-05,0.003155938,Up
958,ENSMUSG00000006218,Fam131c,277743,-2.025512469,1.387922618,15.28044522,9.27E-05,0.003176929,Down
16145,ENSMUSG00000056457,Prl2c3,18812,-1.978023602,1.902594472,15.20715449,9.63E-05,0.003293709,Down
17932,ENSMUSG00000064373,Selenop,20363,1.912438126,3.457870236,15.14379724,9.96E-05,0.00339692,Up
40028,ENSMUSG00000105388,Rpl36a-ps2,100040331,1.973659075,2.044428706,15.1361828,0.000100028,0.003401479,Up
6802,ENSMUSG00000028641,P3h1,56401,2.000025963,1.606491151,15.01585225,0.000106612,0.003615657,Up
84,ENSMUSG00000000440,Pparg,19016,2.149230493,0.517466143,14.97866535,0.000108734,0.003677753,Up
8618,ENSMUSG00000031877,Ces2g,72361,1.927154897,2.671303215,14.96914646,0.000109283,0.003686496,Up
9567,ENSMUSG00000034161,Scx,20289,1.920801726,2.714830428,14.90503616,0.000113061,0.003803773,Up
21036,ENSMUSG00000075590,Nrbp2,223649,1.869468724,5.219201718,14.89087755,0.000113913,0.003822263,Up
16683,ENSMUSG00000058952,Cfi,12630,1.859370008,7.714115659,14.87200806,0.000115058,0.003850477,Up
21162,ENSMUSG00000076435,Acsf2,264895,1.897461658,3.25821504,14.84505864,0.000116713,0.003895581,Up
4937,ENSMUSG00000025232,Hexa,15211,-1.857146601,6.117418296,14.78910663,0.000120228,0.004001544,Down
13435,ENSMUSG00000045475,Lce3c,94060,-1.919340564,2.410696828,14.78451976,0.000120521,0.004001544,Down
8916,ENSMUSG00000032372,Plscr2,18828,1.871212235,4.319987254,14.779032,0.000120872,0.004002701,Up
17552,ENSMUSG00000062861,Zfp28,22690,2.077597756,0.812139199,14.74896023,0.000122815,0.00405643,Up
11113,ENSMUSG00000038418,Egr1,13653,1.859393496,5.059755328,14.72228121,0.000124565,0.004103524,Up
11463,ENSMUSG00000039239,Tgfb2,21808,1.877315784,3.694073828,14.70981228,0.000125392,0.004120026,Up
15645,ENSMUSG00000054136,Adm2,223780,-1.888742242,3.03132811,14.68371465,0.00012714,0.004166638,Down
9644,ENSMUSG00000034353,Ramp1,51801,1.970756741,1.625761165,14.64359735,0.000129875,0.004245271,Up
17047,ENSMUSG00000060550,H2-Q7,15018,-1.844626812,6.223994143,14.60778171,0.000132367,0.004315568,Down
10108,ENSMUSG00000035692,Isg15,100038882,-1.836012801,7.40843893,14.51931259,0.00013873,0.0045114,Down
8011,ENSMUSG00000030774,Pak1,18479,1.866338864,3.567317903,14.50925708,0.000139472,0.004523915,Up
14628,ENSMUSG00000049871,Nlrc3,268857,2.004816255,1.188601035,14.49068229,0.000140855,0.004547107,Up
4091,ENSMUSG00000023224,Serping1,12258,2.097977067,0.573039006,14.48998873,0.000140906,0.004547107,Up
16424,ENSMUSG00000057729,Prtn3,19152,2.023155322,1.035798228,14.47609054,0.00014195,0.004569125,Up
16770,ENSMUSG00000059336,Slc14a1,108052,1.842313683,4.944812825,14.45530772,0.000143525,0.004597728,Up
22236,ENSMUSG00000079057,Cyp4v3,102294,1.929222568,1.975848281,14.45477495,0.000143565,0.004597728,Up
4222,ENSMUSG00000023987,Pgc,109820,1.94572483,1.726177079,14.42227676,0.000146064,0.004663656,Up
6588,ENSMUSG00000028278,Rragd,52187,2.033975827,0.925631014,14.41835857,0.000146368,0.004663656,Up
7815,ENSMUSG00000030409,Dmpk,13400,1.970391491,1.447929916,14.41371129,0.00014673,0.004663656,Up
881,ENSMUSG00000005681,Apoa2,11807,1.949734752,1.629948257,14.36609137,0.000150488,0.004771112,Up
20578,ENSMUSG00000074445,Sprr2a3,100042514,-1.859502262,3.244456321,14.34754607,0.000151978,0.004806293,Down
14153,ENSMUSG00000048058,Ldlrad3,241576,1.981445822,1.281067408,14.32677578,0.000153664,0.004847493,Up
5780,ENSMUSG00000026832,Cytip,227929,2.061040897,0.677089227,14.26808281,0.00015853,0.004988579,Up
15410,ENSMUSG00000053070,Cfap300,234912,2.089034604,0.51863853,14.25910798,0.000159288,0.004999986,Up
9120,ENSMUSG00000032758,Kap,16483,1.81808471,6.240537628,14.20868838,0.000163613,0.005123041,Up
39435,ENSMUSG00000104713,Gbp6,100702,-1.820357262,5.343135151,14.19044068,0.000165208,0.005159401,Down
9596,ENSMUSG00000034227,Foxj1,15223,1.837506814,3.885997226,14.18608822,0.00016559,0.005159401,Up
2832,ENSMUSG00000020932,Gfap,14580,2.0895801,0.470139129,14.15361479,0.000168473,0.005236326,Up
5982,ENSMUSG00000027230,Creb3l1,26427,1.82266121,4.671988779,14.12928428,0.000170666,0.005291486,Up
8323,ENSMUSG00000031389,Arhgap4,171207,2.049137331,0.643445379,14.05339399,0.000177693,0.005495879,Up
18886,ENSMUSG00000066902,Rps23-ps2,100503854,2.056958039,0.584805667,14.02287732,0.0001806,0.005572168,Up
531,ENSMUSG00000003123,Lipe,16890,1.812541817,4.804373302,14.00131044,0.000182683,0.005622733,Up
15547,ENSMUSG00000053714,4732471J01Rik,654804,2.013180198,0.828791804,13.98051969,0.000184715,0.005671454,Up
10107,ENSMUSG00000035686,Thrsp,21835,-1.829494683,3.260869018,13.92368383,0.000190384,0.005831386,Down
4752,ENSMUSG00000024921,Smarca2,67155,1.79982159,5.65627963,13.90458085,0.000192329,0.005876724,Up
32993,ENSMUSG00000097124,A530020G20Rik,319839,1.818441547,3.803708537,13.89016608,0.00019381,0.005907699,Up
11132,ENSMUSG00000038486,Sv2a,64051,-1.91559609,1.404205277,13.8229798,0.000200864,0.006108017,Down
13360,ENSMUSG00000045231,BC106179,320099,1.91777952,1.512792075,13.80309621,0.000203001,0.006158196,Up
17705,ENSMUSG00000063558,Aox1,11761,2.025500648,0.64909234,13.78030062,0.00020548,0.00621846,Up
40604,ENSMUSG00000106037,Gm4332,100043278,1.879833416,1.947653809,13.75760244,0.000207977,0.006279031,Up
3083,ENSMUSG00000021403,Serpinb9b,20706,-1.964102197,0.863671537,13.6982319,0.000214656,0.006465249,Down
30290,ENSMUSG00000091811,Inafm1,66300,1.855263514,2.258556729,13.68105176,0.000216629,0.006509168,Up
2731,ENSMUSG00000020788,Atp2a3,53313,-1.798353231,3.89382711,13.65990858,0.000219082,0.006567273,Down
12020,ENSMUSG00000040723,Rcsd1,226594,1.842554174,2.448908346,13.63961898,0.000221462,0.006622929,Up
16565,ENSMUSG00000058427,Cxcl2,20310,-1.772337275,7.119401862,13.57817928,0.00022883,0.006827124,Down
25627,ENSMUSG00000084111,Gm15710,100040605,1.83827973,2.365629615,13.525643,0.000235326,0.007004402,Up
3442,ENSMUSG00000022037,Clu,12759,1.760203252,12.55117293,13.43691833,0.000246721,0.007326327,Up
6493,ENSMUSG00000028108,Ecm1,13601,1.766231734,5.461403213,13.40428103,0.000251051,0.007437449,Up
27629,ENSMUSG00000086784,Isoc2a,664994,1.904768272,1.273430968,13.32990932,0.000261206,0.007720229,Up
12682,ENSMUSG00000042745,Id1,15901,1.807253895,2.691517467,13.29943261,0.000265486,0.007828447,Up
10114,ENSMUSG00000035711,Dok3,27261,1.982533311,0.657202502,13.28270119,0.000267866,0.007880252,Up
15920,ENSMUSG00000055413,H2-Q5,15016,-1.777550527,3.376392968,13.22889102,0.000275667,0.008090918,Down
7563,ENSMUSG00000029916,Agk,69923,1.841398513,1.891216903,13.19425336,0.000280809,0.008222759,Up
6554,ENSMUSG00000028222,Calb1,12307,1.824216074,2.129669057,13.16480289,0.000285257,0.008321809,Up
2284,ENSMUSG00000020062,Slc5a8,216225,1.742769443,7.758928796,13.16315912,0.000285507,0.008321809,Up
17687,ENSMUSG00000063458,Lrmda,76633,-1.931068944,0.7773364,13.14604016,0.000288128,0.008369844,Down
4582,ENSMUSG00000024610,Cd74,16149,-1.743210389,6.569880547,13.14375972,0.000288478,0.008369844,Down
11110,ENSMUSG00000038415,Foxq1,15220,1.752660792,4.568083389,13.11052357,0.000293642,0.008500152,Up
3666,ENSMUSG00000022425,Enpp2,18606,1.889409013,1.235522634,13.08479945,0.000297702,0.008598006,Up
17820,ENSMUSG00000064043,Trerf1,224829,-1.806837772,2.150494535,13.05026564,0.000303241,0.008738049,Down
16172,ENSMUSG00000056596,Trnp1,69539,-1.793421936,2.371195271,13.00966021,0.000309888,0.008900659,Down
86,ENSMUSG00000000486,Septin1,54204,1.840908226,1.700916665,13.00722315,0.000310292,0.008900659,Up
8077,ENSMUSG00000030882,Dnhd1,77505,1.948030237,0.712216143,12.9760184,0.000315506,0.009029759,Up
11744,ENSMUSG00000040026,Saa3,20210,-1.72952729,7.07852183,12.96369052,0.000317591,0.009043954,Down
4127,ENSMUSG00000023411,Nfatc4,73181,1.911557274,0.963856187,12.96351823,0.00031762,0.009043954,Up
30422,ENSMUSG00000092130,D030025P21Rik,100303738,1.808957793,2.128027964,12.96041294,0.000318147,0.009043954,Up
12140,ENSMUSG00000041120,Nbl1,17965,1.754933291,3.565550569,12.92956599,0.000323433,0.009173597,Up
50545,ENSMUSG00000116912,Gm5487,433027,1.986661827,0.450565942,12.91181913,0.000326514,0.009240268,Up
2600,ENSMUSG00000020589,Cyria,76820,1.774334471,2.771575653,12.89164305,0.000330053,0.009319564,Up
28182,ENSMUSG00000087461,C230014O12Rik,329387,-1.739921646,3.825478538,12.82172663,0.000342617,0.009652806,Down
163,ENSMUSG00000000958,Slc7a7,20540,-1.742020661,3.557950219,12.78654301,0.000349122,0.009814198,Down
2244,ENSMUSG00000019987,Arg1,11846,-1.714931065,8.017440286,12.77335639,0.000351591,0.00986171,Down
11587,ENSMUSG00000039621,Prex1,277360,1.839918516,1.481314626,12.76171619,0.000353786,0.009896061,Up
11147,ENSMUSG00000038517,Tbkbp1,73174,1.976932741,0.430693808,12.75857558,0.000354381,0.009896061,Up
15334,ENSMUSG00000052698,Tln2,70549,1.77999238,2.309764554,12.70399785,0.000364875,0.010166662,Up
11909,ENSMUSG00000040471,Ggt6,71522,-1.765592721,2.450581622,12.67922664,0.00036974,0.010279598,Down
4605,ENSMUSG00000024664,Fads3,60527,1.802881191,1.84558393,12.64970093,0.000375626,0.010406009,Up
10653,ENSMUSG00000037306,Man1c1,230815,1.913381582,0.759245444,12.64817483,0.000375933,0.010406009,Up
17302,ENSMUSG00000061825,Ces2c,234671,1.805030157,1.796944451,12.63398318,0.000378797,0.010462412,Up
9084,ENSMUSG00000032657,Entrep3,68521,1.751032387,2.827987848,12.60340292,0.000385045,0.010611809,Up
4849,ENSMUSG00000025083,Afap1l2,226250,-1.718780567,4.189605423,12.59851445,0.000386053,0.01061647,Down
16612,ENSMUSG00000058625,Gm17383,100191011,1.948039894,0.487573683,12.54576274,0.000397106,0.010896719,Up
3681,ENSMUSG00000022441,Efcab6,77627,1.932427718,0.576446139,12.53978151,0.000398379,0.010907993,Up
5069,ENSMUSG00000025491,Ifitm1,68713,1.698045991,7.733136373,12.53015841,0.000400436,0.010940634,Up
16478,ENSMUSG00000058022,Adtrp,109254,-1.709287126,4.272750166,12.48072183,0.000411173,0.011209789,Down
8427,ENSMUSG00000031558,Slit2,20563,1.719206472,3.636308217,12.45797449,0.000416211,0.01132273,Up
